id,crop,crop_year,season,state,area,production,annual_rainfall,fertilizer,pesticide,yield_value
1129,Sesamum,2002,Kharif     ,Kerala,811.0,260.0,2511.2,76777.4,202.75,0.277273
1134,Turmeric,2002,Whole Year ,Kerala,3140.0,6938.0,2511.2,297264.0,785.0,2.06286
1135,other oilseeds,2002,Whole Year ,Kerala,2253.0,0.0,2511.2,213292.0,563.25,0.0
1136,Arecanut,2002,Whole Year ,Tamil Nadu,4956.0,0.0,315.9,469185.0,1239.0,0.0
1137,Arhar/Tur,2002,Kharif     ,Tamil Nadu,44127.0,24067.0,315.9,4177500.0,11031.8,0.535417
1138,Bajra,2002,Kharif     ,Tamil Nadu,102020.0,88682.0,315.9,9658230.0,25505.0,1.04167
1140,Cashewnut,2002,Whole Year ,Tamil Nadu,95217.0,35885.0,315.9,9014190.0,23804.2,0.3108
1141,Castor seed,2002,Kharif     ,Tamil Nadu,17749.0,5600.0,315.9,1680300.0,4437.25,0.376667
1143,Coriander,2002,Whole Year ,Tamil Nadu,25326.0,4707.0,315.9,2397610.0,6331.5,0.191818
1144,Cotton(lint),2002,Kharif     ,Tamil Nadu,75572.0,83542.0,315.9,7154400.0,18893.0,1.42923
1145,Dry chillies,2002,Whole Year ,Tamil Nadu,68566.0,40646.0,315.9,6491140.0,17141.5,0.640741
1148,Gram,2002,Rabi       ,Tamil Nadu,6199.0,4172.0,315.9,586859.0,1549.75,0.581667
1149,Groundnut,2002,Kharif     ,Tamil Nadu,502090.0,717403.0,315.9,47532900.0,125522.0,1.50929
1150,Horse-gram,2002,Kharif     ,Tamil Nadu,81711.0,20782.0,315.9,7735580.0,20427.8,0.25125
1151,Jowar,2002,Kharif     ,Tamil Nadu,319607.0,213639.0,315.9,30257200.0,79901.8,0.765652
1152,Maize,2002,Kharif     ,Tamil Nadu,121057.0,191646.0,315.9,11460500.0,30264.2,1.80696
1153,Moong(Green Gram),2002,Kharif     ,Tamil Nadu,112812.0,48053.0,315.9,10679900.0,28203.0,0.411852
1155,Other Kharif pulses,2002,Kharif     ,Tamil Nadu,121255.0,24850.0,315.9,11479200.0,30313.8,0.197037
1157,Ragi,2002,Kharif     ,Tamil Nadu,104286.0,140169.0,315.9,9872760.0,26071.5,1.6392
1158,Rapeseed &Mustard,2002,Rabi       ,Tamil Nadu,585.0,142.0,315.9,55381.9,146.25,0.206
1159,Rice,2002,Kharif     ,Tamil Nadu,1516540.0,3577110.0,315.9,143571000.0,379134.0,2.88464
1160,Sesamum,2002,Kharif     ,Tamil Nadu,64481.0,28047.0,315.9,6104420.0,16120.2,0.401786
1161,Small millets,2002,Kharif     ,Tamil Nadu,7348.0,4137.0,315.9,695635.0,1837.0,0.575455
1163,Sunflower,2002,Kharif     ,Tamil Nadu,7709.0,8908.0,315.9,729811.0,1927.25,1.07522
1166,Tobacco,2002,Whole Year ,Tamil Nadu,8213.0,12630.0,315.9,777525.0,2053.25,1.43545
1167,Turmeric,2002,Whole Year ,Tamil Nadu,17298.0,64536.0,315.9,1637600.0,4324.5,3.67
1168,Urad,2002,Kharif     ,Tamil Nadu,196888.0,78555.0,315.9,18639400.0,49222.0,0.422963
1169,Arecanut,2002,Whole Year ,West Bengal,9081.0,16568.0,1629.1,859698.0,2270.25,2.99824
1170,Arhar/Tur,2002,Kharif     ,West Bengal,3075.0,2806.0,1629.1,291110.0,768.75,0.924167
1171,Bajra,2002,Kharif     ,West Bengal,332.0,252.0,1629.1,31430.4,83.0,0.756667
1172,Barley,2002,Rabi       ,West Bengal,2459.0,2341.0,1629.1,232794.0,614.75,0.843333
1173,Cardamom,2002,Whole Year ,West Bengal,2874.0,704.0,1629.1,272082.0,718.5,0.24
1174,Castor seed,2002,Kharif     ,West Bengal,45.0,42.0,1629.1,4260.15,11.25,0.93
1176,Cotton(lint),2002,Kharif     ,West Bengal,823.0,1474.0,1629.1,77913.4,205.75,2.875
1177,Dry chillies,2002,Autumn     ,West Bengal,17988.0,15716.0,1629.1,1702920.0,4497.0,0.774444
1178,Dry chillies,2002,Rabi       ,West Bengal,43703.0,46457.0,1629.1,4137360.0,10925.8,1.08556
1179,Ginger,2002,Kharif     ,West Bengal,9383.0,20206.0,1629.1,888289.0,2345.75,1.69889
1180,Gram,2002,Rabi       ,West Bengal,47538.0,37084.0,1629.1,4500420.0,11884.5,0.679091
1181,Groundnut,2002,Kharif     ,West Bengal,1368.0,1317.0,1629.1,129509.0,342.0,1.1625
1182,Groundnut,2002,Rabi       ,West Bengal,7020.0,10523.0,1629.1,664583.0,1755.0,1.422
1183,Groundnut,2002,Summer     ,West Bengal,22596.0,35480.0,1629.1,2139160.0,5649.0,1.36059
1184,Horse-gram,2002,Rabi       ,West Bengal,5748.0,2668.0,1629.1,544163.0,1437.0,0.498
1185,Jowar,2002,Kharif     ,West Bengal,1643.0,1234.0,1629.1,155543.0,410.75,1.855
1187,Khesari,2002,Kharif     ,West Bengal,584.0,507.0,1629.1,55287.3,146.0,0.87
1188,Khesari,2002,Rabi       ,West Bengal,32799.0,27084.0,1629.1,3105080.0,8199.75,0.8625
1189,Linseed,2002,Rabi       ,West Bengal,8859.0,3691.0,1629.1,838682.0,2214.75,0.306667
1190,Maize,2002,Kharif     ,West Bengal,27724.0,55300.0,1629.1,2624630.0,6931.0,1.89538
1191,Masoor,2002,Rabi       ,West Bengal,68721.0,43245.0,1629.1,6505820.0,17180.2,0.606471
1193,Moong(Green Gram),2002,Kharif     ,West Bengal,556.0,268.0,1629.1,52636.5,139.0,0.532857
1194,Moong(Green Gram),2002,Rabi       ,West Bengal,1601.0,942.0,1629.1,151567.0,400.25,0.58
1195,Moong(Green Gram),2002,Summer     ,West Bengal,7615.0,3840.0,1629.1,720912.0,1903.75,0.596875
1196,Niger seed,2002,Kharif     ,West Bengal,6809.0,3596.0,1629.1,644608.0,1702.25,0.50625
1197,Other Kharif pulses,2002,Kharif     ,West Bengal,707.0,476.0,1629.1,66931.7,176.75,0.59
1198,Peas & beans (Pulses),2002,Rabi       ,West Bengal,10754.0,8635.0,1629.1,1018080.0,2688.5,0.807647
1201,Ragi,2002,Kharif     ,West Bengal,13517.0,15639.0,1629.1,1279650.0,3379.25,0.828
1202,Rapeseed &Mustard,2002,Rabi       ,West Bengal,408270.0,328117.0,1629.1,38650900.0,102068.0,0.692778
1203,Rice,2002,Autumn     ,West Bengal,384965.0,796652.0,1629.1,36444600.0,96241.2,2.09278
1204,Rice,2002,Summer     ,West Bengal,1406080.0,4198600.0,1629.1,133113000.0,351520.0,2.74778
1205,Rice,2002,Winter     ,West Bengal,4051080.0,9393990.0,1629.1,383516000.0,1012770.0,2.22167
1206,Safflower,2002,Rabi       ,West Bengal,39.0,31.0,1629.1,3692.13,9.75,1.21667
1208,Sesamum,2002,Autumn     ,West Bengal,1049.0,589.0,1629.1,99308.8,262.25,0.511429
1209,Sesamum,2002,Summer     ,West Bengal,107105.0,87306.0,1629.1,10139600.0,26776.2,0.773889
1210,Sesamum,2002,Winter     ,West Bengal,2782.0,1573.0,1629.1,263372.0,695.5,0.58
1211,Small millets,2002,Kharif     ,West Bengal,3126.0,2088.0,1629.1,295938.0,781.5,0.85625
1212,Small millets,2002,Rabi       ,West Bengal,1030.0,1135.0,1629.1,97510.1,257.5,0.8925
1213,Soyabean,2002,Kharif     ,West Bengal,520.0,311.0,1629.1,49228.4,130.0,0.55
1215,Sunflower,2002,Kharif     ,West Bengal,2369.0,3207.0,1629.1,224273.0,592.25,1.062
1216,Tobacco,2002,Whole Year ,West Bengal,7757.0,4205.0,1629.1,734355.0,1939.25,0.67
1217,Turmeric,2002,Whole Year ,West Bengal,11731.0,21346.0,1629.1,1110570.0,2932.75,1.70444
1218,Urad,2002,Kharif     ,West Bengal,48645.0,31833.0,1629.1,4605220.0,12161.2,0.523333
1219,Urad,2002,Rabi       ,West Bengal,13493.0,8636.0,1629.1,1277380.0,3373.25,0.604545
1220,Wheat,2002,Rabi       ,West Bengal,405350.0,887437.0,1629.1,38374500.0,101338.0,1.99278
1221,Arecanut,2003,Whole Year ,Andhra Pradesh,311.0,221.0,826.0,30782.8,74.64,0.704
1222,Arhar/Tur,2003,Kharif     ,Andhra Pradesh,513239.0,214657.0,826.0,50800400.0,123177.0,0.424091
1223,Arhar/Tur,2003,Rabi       ,Andhra Pradesh,7492.0,3246.0,826.0,741558.0,1798.08,0.41625
1224,Bajra,2003,Kharif     ,Andhra Pradesh,128512.0,141628.0,826.0,12720100.0,30842.9,1.07263
1225,Bajra,2003,Rabi       ,Andhra Pradesh,9603.0,6475.0,826.0,950505.0,2304.72,0.88375
1227,Cashewnut,2003,Whole Year ,Andhra Pradesh,150077.0,39207.0,826.0,14854600.0,36018.5,0.225
1228,Castor seed,2003,Kharif     ,Andhra Pradesh,290915.0,131870.0,826.0,28794800.0,69819.6,0.447895
1230,Coriander,2003,Whole Year ,Andhra Pradesh,48644.0,15999.0,826.0,4814780.0,11674.6,0.405294
1231,Cotton(lint),2003,Kharif     ,Andhra Pradesh,836892.0,1890390.0,826.0,82835600.0,200854.0,2.13762
1232,Dry chillies,2003,Kharif     ,Andhra Pradesh,199545.0,661563.0,826.0,19751000.0,47890.8,3.07227
1233,Dry chillies,2003,Rabi       ,Andhra Pradesh,50772.0,135462.0,826.0,5025410.0,12185.3,2.58455
1234,Ginger,2003,Whole Year ,Andhra Pradesh,1873.0,5614.0,826.0,185390.0,449.52,2.995
1235,Gram,2003,Kharif     ,Andhra Pradesh,52.0,90.0,826.0,5146.96,12.48,1.65667
1236,Gram,2003,Rabi       ,Andhra Pradesh,422059.0,456464.0,826.0,41775400.0,101294.0,1.33895
1237,Groundnut,2003,Kharif     ,Andhra Pradesh,1258480.0,607024.0,826.0,124564000.0,302035.0,0.836818
1238,Groundnut,2003,Rabi       ,Andhra Pradesh,234780.0,378789.0,826.0,23238500.0,56347.2,1.645
1239,Horse-gram,2003,Kharif     ,Andhra Pradesh,11304.0,4592.0,826.0,1118870.0,2712.96,0.35
1240,Horse-gram,2003,Rabi       ,Andhra Pradesh,68190.0,34385.0,826.0,6749450.0,16365.6,0.463333
1241,Jowar,2003,Kharif     ,Andhra Pradesh,274944.0,349245.0,826.0,27214000.0,65986.6,1.965
1242,Jowar,2003,Rabi       ,Andhra Pradesh,373235.0,392881.0,826.0,36942800.0,89576.4,1.28667
1243,Linseed,2003,Rabi       ,Andhra Pradesh,4542.0,1193.0,826.0,449567.0,1090.08,0.21
1244,Maize,2003,Kharif     ,Andhra Pradesh,557812.0,1671500.0,826.0,55212200.0,133875.0,2.42091
1247,Moong(Green Gram),2003,Kharif     ,Andhra Pradesh,478726.0,244136.0,826.0,47384300.0,114894.0,0.495
1248,Moong(Green Gram),2003,Rabi       ,Andhra Pradesh,201785.0,68268.0,826.0,19972700.0,48428.4,0.353
1249,Niger seed,2003,Kharif     ,Andhra Pradesh,17295.0,6792.0,826.0,1711860.0,4150.8,0.375
1252,Other  Rabi pulses,2003,Rabi       ,Andhra Pradesh,4333.0,795.0,826.0,428880.0,1039.92,0.181818
1253,Other Kharif pulses,2003,Kharif     ,Andhra Pradesh,8349.0,2056.0,826.0,826384.0,2003.76,0.240769
1255,Ragi,2003,Kharif     ,Andhra Pradesh,67597.0,82164.0,826.0,6690750.0,16223.3,1.14067
1256,Ragi,2003,Rabi       ,Andhra Pradesh,10845.0,19018.0,826.0,1073440.0,2602.8,1.78308
1257,Rapeseed &Mustard,2003,Rabi       ,Andhra Pradesh,1695.0,432.0,826.0,167771.0,406.8,0.285714
1258,Rice,2003,Kharif     ,Andhra Pradesh,2108900.0,5841540.0,826.0,208739000.0,506137.0,2.67091
1259,Rice,2003,Rabi       ,Andhra Pradesh,865734.0,3111260.0,826.0,85690400.0,207776.0,2.72909
1260,Safflower,2003,Rabi       ,Andhra Pradesh,17250.0,5331.0,826.0,1707400.0,4140.0,0.297273
1261,Sesamum,2003,Kharif     ,Andhra Pradesh,114516.0,33235.0,826.0,11334800.0,27483.8,0.262381
1262,Sesamum,2003,Rabi       ,Andhra Pradesh,46892.0,9544.0,826.0,4641370.0,11254.1,0.204211
1263,Small millets,2003,Kharif     ,Andhra Pradesh,47510.0,28020.0,826.0,4702540.0,11402.4,0.518667
1264,Small millets,2003,Rabi       ,Andhra Pradesh,3134.0,1748.0,826.0,310203.0,752.16,0.577143
1265,Soyabean,2003,Kharif     ,Andhra Pradesh,68424.0,107298.0,826.0,6772610.0,16421.8,1.345
1267,Sunflower,2003,Kharif     ,Andhra Pradesh,490757.0,333265.0,826.0,48575100.0,117782.0,1.05714
1270,Tobacco,2003,Whole Year ,Andhra Pradesh,191030.0,516207.0,826.0,18908200.0,45847.2,3.78244
1271,Urad,2003,Kharif     ,Andhra Pradesh,95454.0,66827.0,826.0,9448040.0,22909.0,0.656364
1272,Urad,2003,Rabi       ,Andhra Pradesh,343078.0,133336.0,826.0,33957900.0,82338.7,0.408
1273,Wheat,2003,Rabi       ,Andhra Pradesh,11928.0,6741.0,826.0,1180630.0,2862.72,0.481818
1274,other oilseeds,2003,Rabi       ,Andhra Pradesh,14609.0,0.0,826.0,1446000.0,3506.16,0.0
1275,Arecanut,2003,Whole Year ,Assam,74001.0,70414.0,2213.7,7324620.0,17760.2,0.97913
1276,Arhar/Tur,2003,Kharif     ,Assam,7012.0,4940.0,2213.7,694048.0,1682.88,0.708696
1278,Castor seed,2003,Kharif     ,Assam,1493.0,619.0,2213.7,147777.0,358.32,0.414286
1280,Cotton(lint),2003,Kharif     ,Assam,1438.0,664.0,2213.7,142333.0,345.12,0.443478
1281,Dry chillies,2003,Whole Year ,Assam,14808.0,9688.0,2213.7,1465700.0,3553.92,0.633913
1282,Gram,2003,Rabi       ,Assam,2419.0,1256.0,2213.7,239433.0,580.56,0.518696
1284,Linseed,2003,Rabi       ,Assam,9604.0,5021.0,2213.7,950604.0,2304.96,0.524545
1285,Maize,2003,Kharif     ,Assam,19569.0,14051.0,2213.7,1936940.0,4696.56,0.607391
1286,Masoor,2003,Rabi       ,Assam,21736.0,11721.0,2213.7,2151430.0,5216.64,0.51
1287,Mesta,2003,Kharif     ,Assam,5420.0,25867.0,2213.7,536472.0,1300.8,4.41905
1288,Moong(Green Gram),2003,Rabi       ,Assam,7595.0,3513.0,2213.7,751753.0,1822.8,0.443913
1289,Niger seed,2003,Kharif     ,Assam,9747.0,5001.0,2213.7,964758.0,2339.28,0.538333
1290,Onion,2003,Whole Year ,Assam,7332.0,17142.0,2213.7,725721.0,1759.68,2.34174
1291,Peas & beans (Pulses),2003,Rabi       ,Assam,25133.0,14866.0,2213.7,2487660.0,6031.92,0.586957
1293,Rapeseed &Mustard,2003,Rabi       ,Assam,264103.0,138296.0,2213.7,26140900.0,63384.7,0.51913
1294,Rice,2003,Autumn     ,Assam,441143.0,430374.0,2213.7,43664300.0,105874.0,1.1187
1295,Rice,2003,Summer     ,Assam,319480.0,573189.0,2213.7,31622100.0,76675.2,1.49391
1296,Rice,2003,Winter     ,Assam,1769200.0,2877370.0,2213.7,175116000.0,424609.0,1.6187
1297,Sesamum,2003,Kharif     ,Assam,14465.0,7953.0,2213.7,1431750.0,3471.6,0.48913
1298,Small millets,2003,Kharif     ,Assam,8299.0,4320.0,2213.7,821435.0,1991.76,0.506957
1300,Sweet potato,2003,Whole Year ,Assam,8194.0,28384.0,2213.7,811042.0,1966.56,3.41217
1301,Tapioca,2003,Whole Year ,Assam,2873.0,13613.0,2213.7,284370.0,689.52,4.38364
1302,Tobacco,2003,Whole Year ,Assam,828.0,416.0,2213.7,81955.4,198.72,0.561304
1303,Turmeric,2003,Whole Year ,Assam,12249.0,8420.0,2213.7,1212410.0,2939.76,0.66913
1304,Urad,2003,Rabi       ,Assam,39588.0,20696.0,2213.7,3918420.0,9501.12,0.51913
1305,Wheat,2003,Rabi       ,Assam,69954.0,73186.0,2213.7,6924050.0,16789.0,1.04091
1306,Arecanut,2003,Whole Year ,Goa,1600.0,2650.0,3011.6,158368.0,384.0,1.66
1308,Black pepper,2003,Whole Year ,Goa,589.0,103.0,3011.6,58299.2,141.36,0.17
1309,Cashewnut,2003,Whole Year ,Goa,54668.0,23233.0,3011.6,5411040.0,13120.3,0.42
1311,Groundnut,2003,Kharif     ,Goa,325.0,363.0,3011.6,32168.5,78.0,1.12
1312,Groundnut,2003,Rabi       ,Goa,2950.0,5310.0,3011.6,291991.0,708.0,1.8
1313,Other  Rabi pulses,2003,Rabi       ,Goa,9284.0,8853.0,3011.6,918930.0,2228.16,0.95
1314,Other Kharif pulses,2003,Kharif     ,Goa,498.0,294.0,3011.6,49292.0,119.52,0.59
1315,Ragi,2003,Kharif     ,Goa,439.0,394.0,3011.6,43452.2,105.36,0.9
1316,Rice,2003,Kharif     ,Goa,35471.0,115996.0,3011.6,3510920.0,8513.04,3.27
1317,Rice,2003,Rabi       ,Goa,17330.0,54665.0,3011.6,1715320.0,4159.2,3.15
1319,Arecanut,2003,Whole Year ,Karnataka,148939.0,198857.0,867.6,14742000.0,35745.4,1.30273
1320,Arhar/Tur,2003,Kharif     ,Karnataka,532251.0,199627.0,867.6,52682200.0,127740.0,0.298333
1321,Bajra,2003,Kharif     ,Karnataka,318328.0,191079.0,867.6,31508100.0,76398.7,0.532667
1322,Bajra,2003,Rabi       ,Karnataka,117.0,105.0,867.6,11580.7,28.08,0.9
1323,Bajra,2003,Summer     ,Karnataka,300.0,271.0,867.6,29694.0,72.0,0.9225
1325,Black pepper,2003,Whole Year ,Karnataka,10694.0,23561.0,867.6,1058490.0,2566.56,2.22083
1326,Cardamom,2003,Whole Year ,Karnataka,19480.0,1106.0,867.6,1928130.0,4675.2,0.0614286
1327,Castor seed,2003,Kharif     ,Karnataka,17214.0,15439.0,867.6,1703840.0,4131.36,0.90619
1329,Coriander,2003,Whole Year ,Karnataka,7797.0,1187.0,867.6,771747.0,1871.28,0.1195
1330,Cotton(lint),2003,Kharif     ,Karnataka,316674.0,264624.0,867.6,31344400.0,76001.8,1.19286
1331,Dry chillies,2003,Whole Year ,Karnataka,69876.0,94502.0,867.6,6916330.0,16770.2,1.50519
1332,Garlic,2003,Whole Year ,Karnataka,3970.0,2902.0,867.6,392951.0,952.8,1.33176
1334,Gram,2003,Rabi       ,Karnataka,509534.0,171096.0,867.6,50433700.0,122288.0,0.32
1335,Groundnut,2003,Kharif     ,Karnataka,677779.0,294577.0,867.6,67086600.0,162667.0,0.5316
1336,Groundnut,2003,Rabi       ,Karnataka,139464.0,138901.0,867.6,13804100.0,33471.4,1.0496
1337,Horse-gram,2003,Kharif     ,Karnataka,109019.0,38239.0,867.6,10790700.0,26164.6,0.341667
1338,Horse-gram,2003,Rabi       ,Karnataka,164703.0,38936.0,867.6,16302300.0,39528.7,0.256154
1339,Jowar,2003,Kharif     ,Karnataka,247184.0,240150.0,867.6,24466300.0,59324.2,0.881364
1340,Jowar,2003,Rabi       ,Karnataka,1443990.0,522070.0,867.6,142926000.0,346557.0,0.344762
1341,Jowar,2003,Summer     ,Karnataka,7007.0,18783.0,867.6,693553.0,1681.68,2.63467
1342,Linseed,2003,Rabi       ,Karnataka,12909.0,996.0,867.6,1277730.0,3098.16,0.0671429
1343,Maize,2003,Kharif     ,Karnataka,545546.0,1066110.0,867.6,53998100.0,130931.0,2.3356
1344,Maize,2003,Rabi       ,Karnataka,64199.0,123529.0,867.6,6354420.0,15407.8,1.94348
1345,Maize,2003,Summer     ,Karnataka,8428.0,20264.0,867.6,834203.0,2022.72,2.47091
1346,Mesta,2003,Kharif     ,Karnataka,4060.0,6055.0,867.6,401859.0,974.4,1.72
1347,Moong(Green Gram),2003,Kharif     ,Karnataka,264392.0,39470.0,867.6,26169500.0,63454.1,0.0977273
1348,Moong(Green Gram),2003,Rabi       ,Karnataka,8380.0,2451.0,867.6,829452.0,2011.2,0.290667
1349,Niger seed,2003,Kharif     ,Karnataka,27485.0,5158.0,867.6,2720470.0,6596.4,0.213043
1351,Other  Rabi pulses,2003,Rabi       ,Karnataka,24803.0,2864.0,867.6,2455000.0,5952.72,0.114
1352,Other Kharif pulses,2003,Kharif     ,Karnataka,120612.0,38029.0,867.6,11938200.0,28946.9,0.2812
1354,Ragi,2003,Kharif     ,Karnataka,926430.0,1103580.0,867.6,91698000.0,222343.0,1.06421
1355,Ragi,2003,Rabi       ,Karnataka,65271.0,13707.0,867.6,6460520.0,15665.0,0.607692
1356,Ragi,2003,Summer     ,Karnataka,6565.0,7808.0,867.6,649804.0,1575.6,1.19083
1357,Rapeseed &Mustard,2003,Rabi       ,Karnataka,6048.0,1706.0,867.6,598631.0,1451.52,0.223529
1358,Rice,2003,Kharif     ,Karnataka,944272.0,2100120.0,867.6,93464000.0,226625.0,2.13333
1359,Rice,2003,Rabi       ,Karnataka,54629.0,158046.0,867.6,5407180.0,13111.0,2.892
1360,Rice,2003,Summer     ,Karnataka,74998.0,292230.0,867.6,7423300.0,17999.5,3.8768
1361,Safflower,2003,Rabi       ,Karnataka,98643.0,41599.0,867.6,9763680.0,23674.3,0.39
1362,Sannhamp,2003,Whole Year ,Karnataka,466.0,116.0,867.6,46124.7,111.84,0.144286
1363,Sesamum,2003,Kharif     ,Karnataka,58471.0,25734.0,867.6,5787460.0,14033.0,0.385
1364,Small millets,2003,Kharif     ,Karnataka,68145.0,38803.0,867.6,6744990.0,16354.8,0.546316
1365,Soyabean,2003,Kharif     ,Karnataka,93904.0,45255.0,867.6,9294620.0,22537.0,0.481
1367,Sunflower,2003,Kharif     ,Karnataka,360264.0,165177.0,867.6,35658900.0,86463.4,0.46913
1368,Sunflower,2003,Rabi       ,Karnataka,737406.0,179533.0,867.6,72988400.0,176977.0,0.462083
1369,Sunflower,2003,Summer     ,Karnataka,37795.0,19977.0,867.6,3740950.0,9070.8,0.567895
1372,Tobacco,2003,Whole Year ,Karnataka,98050.0,55107.0,867.6,9704990.0,23532.0,0.574286
1373,Turmeric,2003,Whole Year ,Karnataka,5410.0,26381.0,867.6,535482.0,1298.4,4.34381
1374,Urad,2003,Kharif     ,Karnataka,129237.0,32541.0,867.6,12791900.0,31016.9,0.224444
1375,Urad,2003,Rabi       ,Karnataka,11397.0,6002.0,867.6,1128080.0,2735.28,0.49
1376,Wheat,2003,Rabi       ,Karnataka,231994.0,96150.0,867.6,22962800.0,55678.6,0.516429
1377,Arecanut,2003,Whole Year ,Kerala,102504.0,105490.0,2386.0,10145800.0,24601.0,0.86
1379,Black pepper,2003,Whole Year ,Kerala,216440.0,69015.0,2386.0,21423200.0,51945.6,0.222857
1380,Cardamom,2003,Whole Year ,Kerala,41332.0,8875.0,2386.0,4091040.0,9919.68,0.07
1381,Cashewnut,2003,Whole Year ,Kerala,86376.0,65655.0,2386.0,8549500.0,20730.2,0.559286
1383,Cotton(lint),2003,Kharif     ,Kerala,2949.0,4748.0,2386.0,291892.0,707.76,1.61
1385,Ginger,2003,Whole Year ,Kerala,8516.0,32972.0,2386.0,842914.0,2043.84,2.87429
1386,Groundnut,2003,Kharif     ,Kerala,2687.0,1988.0,2386.0,265959.0,644.88,0.74
1387,Jowar,2003,Kharif     ,Kerala,2129.0,1087.0,2386.0,210728.0,510.96,0.628571
1388,Ragi,2003,Kharif     ,Kerala,1504.0,1217.0,2386.0,148866.0,360.96,0.76
1389,Rice,2003,Autumn     ,Kerala,102770.0,220132.0,2386.0,10172200.0,24664.8,2.14077
1390,Rice,2003,Summer     ,Kerala,37186.0,83239.0,2386.0,3680670.0,8924.64,1.845
1391,Rice,2003,Winter     ,Kerala,147384.0,266674.0,2386.0,14588100.0,35372.2,1.96071
1392,Sesamum,2003,Kharif     ,Kerala,1204.0,285.0,2386.0,119172.0,288.96,0.245556
1393,Small millets,2003,Kharif     ,Kerala,1233.0,960.0,2386.0,122042.0,295.92,0.726667
1398,Turmeric,2003,Whole Year ,Kerala,2774.0,5652.0,2386.0,274571.0,665.76,1.96786
1399,Arecanut,2003,Whole Year ,Meghalaya,11189.0,14244.0,3321.3,1107490.0,2685.36,1.19429
1400,Arhar/Tur,2003,Kharif     ,Meghalaya,812.0,639.0,3321.3,80371.8,194.88,0.806667
1402,Cashewnut,2003,Whole Year ,Meghalaya,6708.0,6787.0,3321.3,663958.0,1609.92,1.00333
1403,Castor seed,2003,Kharif     ,Meghalaya,25.0,14.0,3321.3,2474.5,6.0,0.545
1404,Cotton(lint),2003,Kharif     ,Meghalaya,7281.0,7792.0,3321.3,720673.0,1747.44,1.03667
1405,Dry chillies,2003,Whole Year ,Meghalaya,1807.0,1168.0,3321.3,178857.0,433.68,0.671429
1407,Gram,2003,Rabi       ,Meghalaya,508.0,316.0,3321.3,50281.8,121.92,0.6
1409,Maize,2003,Kharif     ,Meghalaya,16900.0,25929.0,3321.3,1672760.0,4056.0,1.52857
1410,Mesta,2003,Kharif     ,Meghalaya,4502.0,20459.0,3321.3,445608.0,1080.48,4.57333
1411,Other  Rabi pulses,2003,Rabi       ,Meghalaya,2100.0,1648.0,3321.3,207858.0,504.0,0.757143
1413,Rapeseed &Mustard,2003,Rabi       ,Meghalaya,7218.0,4645.0,3321.3,714438.0,1732.32,0.608571
1414,Rice,2003,Kharif     ,Meghalaya,109721.0,200703.0,3321.3,10860200.0,26333.0,1.79857
1415,Sesamum,2003,Kharif     ,Meghalaya,1617.0,849.0,3321.3,160051.0,388.08,0.567143
1416,Small millets,2003,Kharif     ,Meghalaya,2661.0,2209.0,3321.3,263386.0,638.64,0.918571
1417,Soyabean,2003,Kharif     ,Meghalaya,984.0,963.0,3321.3,97396.3,236.16,0.945714
1418,Sugarcane,2003,Whole Year ,Meghalaya,83.0,228.0,3321.3,8215.34,19.92,2.346
1419,Sweet potato,2003,Whole Year ,Meghalaya,4853.0,16016.0,3321.3,480350.0,1164.72,3.39571
1421,Tobacco,2003,Whole Year ,Meghalaya,723.0,472.0,3321.3,71562.5,173.52,0.55
1423,Wheat,2003,Rabi       ,Meghalaya,862.0,1540.0,3321.3,85320.8,206.88,1.49
1424,Arecanut,2003,Whole Year ,Puducherry,64.0,77.0,1434.59,6334.72,15.36,1.2
1425,Bajra,2003,Kharif     ,Puducherry,197.0,383.0,1434.59,19499.1,47.28,1.94
1427,Black pepper,2003,Whole Year ,Puducherry,12.0,8.0,1434.59,1187.76,2.88,0.67
1428,Cashewnut,2003,Whole Year ,Puducherry,217.0,172.0,1434.59,21478.7,52.08,1.08
1430,Coriander,2003,Whole Year ,Puducherry,2.0,1.0,1434.59,197.96,0.48,0.5
1431,Cotton(lint),2003,Kharif     ,Puducherry,453.0,1747.0,1434.59,44837.9,108.72,4.095
1432,Dry chillies,2003,Whole Year ,Puducherry,11.0,30.0,1434.59,1088.78,2.64,2.33333
1433,Ginger,2003,Kharif     ,Puducherry,187.0,156.0,1434.59,18509.3,44.88,0.565
1434,Moong(Green Gram),2003,Rabi       ,Puducherry,1299.0,388.0,1434.59,128575.0,311.76,0.483333
1436,Other  Rabi pulses,2003,Rabi       ,Puducherry,141.0,138.0,1434.59,13956.2,33.84,0.99
1437,Ragi,2003,Kharif     ,Puducherry,121.0,266.0,1434.59,11976.6,29.04,1.605
1438,Rice,2003,Kharif     ,Puducherry,25065.0,67003.0,1434.59,2480930.0,6015.6,2.99333
1441,Urad,2003,Rabi       ,Puducherry,1174.0,437.0,1434.59,116203.0,281.76,0.71
1442,Arecanut,2003,Whole Year ,Tamil Nadu,5219.0,0.0,345.6,516577.0,1252.56,0.0
1443,Arhar/Tur,2003,Kharif     ,Tamil Nadu,44914.0,27475.0,345.6,4445590.0,10779.4,0.6396
1444,Bajra,2003,Kharif     ,Tamil Nadu,158851.0,172342.0,345.6,15723100.0,38124.2,1.0744
1446,Black pepper,2003,Whole Year ,Tamil Nadu,4179.0,933.0,345.6,413637.0,1002.96,0.141667
